,date,temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,winddir,windspeed,cloudcover,conditions,icon
637,2023-03-27T13:00:00,17.0,17.0,-0.3,30.98,0.0,0,0,0.0,23.4,331.0,12.9,40.3,Partially cloudy,partly-cloudy-day
638,2023-03-27T14:00:00,19.4,19.4,2.3,32.04,0.0,0,0,0.0,25.2,344.5,14.4,100.0,Overcast,cloudy
639,2023-03-27T15:00:00,19.3,19.3,-0.1,27.13,0.0,0,0,0.0,29.2,343.3,16.6,100.0,Overcast,cloudy
640,2023-03-27T16:00:00,17.1,17.1,-2.3,26.41,0.0,0,0,0.0,29.2,341.0,14.7,40.0,Partially cloudy,partly-cloudy-day
641,2023-03-27T17:00:00,17.0,17.0,0.0,31.59,0.0,0,0,0.0,29.2,340.0,18.4,100.0,Overcast,cloudy
642,2023-03-27T18:00:00,15.0,15.0,1.0,38.58,0.0,0,0,0.0,28.1,350.0,18.4,100.0,Overcast,cloudy
643,2023-03-27T19:00:00,12.1,12.1,0.0,43.56,0.0,0,0,0.0,20.9,11.0,11.2,30.5,Partially cloudy,partly-cloudy-night
644,2023-03-27T20:00:00,11.0,11.0,0.0,46.62,0.0,0,0,0.0,20.2,20.0,16.6,3.5,Clear,clear-night
645,2023-03-27T21:00:00,8.9,8.2,0.5,55.62,0.0,0,0,0.0,13.0,49.9,5.8,3.0,Clear,clear-night
646,2023-03-27T22:00:00,8.8,8.2,-0.2,53.24,0.0,0,0,0.0,9.4,121.0,5.4,0.8,Clear,clear-night
647,2023-03-27T23:00:00,7.0,5.5,-1.0,56.75,0.0,0,0,0.0,7.9,90.0,7.6,0.0,Clear,clear-night
648,2023-03-28T00:00:00,5.0,3.3,-3.0,56.24,0.0,0,0,0.0,9.7,80.0,7.6,0.0,Clear,clear-night
649,2023-03-28T01:00:00,5.1,3.3,-0.8,66.02,0.0,0,0,0.0,9.7,52.0,7.6,0.4,Clear,clear-night
650,2023-03-28T02:00:00,4.0,2.1,-1.0,69.89,0.0,0,0,0.0,10.1,30.0,7.6,0.0,Clear,clear-night
651,2023-03-28T03:00:00,5.0,2.8,0.0,70.1,0.0,0,0,0.0,10.1,40.0,9.4,0.0,Clear,clear-night
652,2023-03-28T04:00:00,3.1,1.1,-2.1,68.42,0.0,0,0,0.0,10.1,29.0,7.6,0.0,Clear,clear-night
653,2023-03-28T05:00:00,3.0,0.9,-2.0,69.69,0.0,0,0,0.0,9.4,60.0,7.6,0.0,Clear,clear-night
654,2023-03-28T06:00:00,2.1,0.4,0.4,88.51,0.0,0,0,0.0,9.7,60.7,5.8,0.0,Clear,clear-night
655,2023-03-28T07:00:00,4.1,1.7,-2.0,64.62,0.0,0,0,0.0,10.4,48.0,9.4,30.0,Partially cloudy,partly-cloudy-day
656,2023-03-28T08:00:00,7.0,5.2,-1.0,56.76,0.0,0,0,0.0,10.8,60.0,9.4,0.0,Clear,clear-day
657,2023-03-28T09:00:00,9.0,6.5,-1.0,49.55,0.0,0,0,0.0,20.9,110.0,16.6,0.0,Clear,clear-day
658,2023-03-28T10:00:00,10.9,10.9,-1.8,41.18,0.0,0,0,0.0,23.0,99.0,16.4,29.8,Partially cloudy,partly-cloudy-day
659,2023-03-28T11:00:00,13.0,13.0,-6.0,26.16,0.0,0,0,0.0,22.7,90.0,14.8,0.0,Clear,clear-day
660,2023-03-28T12:00:00,14.0,14.0,-6.0,24.51,0.0,0,0,0.0,22.0,120.0,13.0,0.0,Clear,clear-day
661,2023-03-28T13:00:00,16.1,16.1,-6.0,21.46,0.0,0,0,0.0,15.1,118.0,5.5,29.8,Partially cloudy,partly-cloudy-day
662,2023-03-28T14:00:00,17.0,17.0,-7.0,18.73,0.0,0,0,0.0,15.5,60.0,9.4,0.0,Clear,clear-day
663,2023-03-28T15:00:00,18.0,18.0,-10.0,13.92,0.0,0,0,0.0,15.8,80.0,5.4,0.0,Clear,clear-day
664,2023-03-28T16:00:00,18.2,18.2,-11.9,11.88,0.0,0,0,0.0,22.0,11.0,5.7,35.9,Partially cloudy,partly-cloudy-day
665,2023-03-28T17:00:00,18.0,18.0,-11.0,12.86,0.0,0,0,0.0,28.1,120.0,7.6,0.0,Clear,clear-day
666,2023-03-28T18:00:00,17.0,17.0,-5.0,21.82,0.0,0,0,0.0,31.0,90.0,22.3,0.0,Clear,clear-day
667,2023-03-28T19:00:00,14.1,14.1,-2.9,30.76,0.0,0,0,0.0,26.6,59.0,18.3,41.8,Partially cloudy,partly-cloudy-night
668,2023-03-28T20:00:00,12.0,12.0,-1.0,40.57,0.0,0,0,0.0,33.8,40.0,16.6,0.0,Clear,clear-night
669,2023-03-28T21:00:00,10.0,8.0,1.0,53.56,0.0,0,0,0.0,32.8,40.0,14.8,0.0,Clear,clear-night
670,2023-03-28T22:00:00,9.1,7.4,1.1,57.45,0.0,0,0,0.0,21.2,42.0,11.0,0.6,Clear,clear-night
671,2023-03-28T23:00:00,7.1,5.3,0.1,61.07,0.0,0,0,0.0,13.7,70.0,9.4,0.0,Clear,clear-night
672,2023-03-29T00:00:00,7.0,5.2,0.0,61.05,0.0,0,0,0.0,14.4,70.0,9.4,1.7,Clear,clear-night
673,2023-03-29T01:00:00,7.1,5.7,-0.8,57.37,0.0,0,0,0.0,12.2,63.0,7.5,40.0,Partially cloudy,partly-cloudy-night
674,2023-03-29T02:00:00,7.0,5.6,-2.0,52.75,0.0,0,0,0.0,12.6,60.0,7.6,0.0,Clear,clear-night
675,2023-03-29T03:00:00,7.0,5.6,-1.0,56.76,0.0,0,0,0.0,10.1,60.0,7.6,0.0,Clear,clear-night
676,2023-03-29T04:00:00,4.3,3.1,-2.0,63.69,0.0,0,0,0.0,9.4,26.0,5.5,0.6,Clear,clear-night
677,2023-03-29T05:00:00,4.0,2.1,-3.0,60.31,0.0,0,0,0.0,7.9,20.0,7.6,0.0,Clear,clear-night
678,2023-03-29T06:00:00,4.0,2.8,-2.0,64.94,0.0,0,0,0.0,6.8,20.0,5.4,0.0,Clear,clear-night
679,2023-03-29T07:00:00,4.0,2.2,-2.0,64.74,0.0,0,0,0.0,1.8,9.0,7.5,10.3,Clear,clear-day
680,2023-03-29T08:00:00,8.6,8.6,-0.2,53.95,0.0,0,0,0.0,3.6,254.6,2.2,0.0,Clear,clear-day
681,2023-03-29T09:00:00,11.0,11.0,-4.0,34.71,0.0,0,0,0.0,17.3,270.0,7.6,0.0,Clear,clear-day
682,2023-03-29T10:00:00,14.2,14.2,-2.7,30.96,0.0,0,0,0.0,28.4,250.0,13.0,10.2,Clear,clear-day
683,2023-03-29T11:00:00,16.0,16.0,-3.0,27.01,0.0,0,0,0.0,31.0,230.0,11.2,0.0,Clear,clear-day
684,2023-03-29T12:00:00,18.0,18.0,-5.0,20.48,0.0,0,0,0.0,32.8,240.0,14.8,0.0,Clear,clear-day
685,2023-03-29T13:00:00,19.9,19.9,-6.6,16.09,0.0,0,0,0.0,31.7,214.0,11.4,10.2,Clear,clear-day
686,2023-03-29T14:00:00,20.0,20.0,-9.0,13.29,0.0,0,0,0.0,33.5,260.0,20.5,0.0,Clear,clear-day
687,2023-03-29T15:00:00,16.2,16.2,-6.4,20.66,0.0,0,0,0.0,34.9,250.0,22.3,6.0,Clear,clear-day
688,2023-03-29T16:00:00,20.0,20.0,-10.8,11.53,0.0,0,0,0.0,34.9,273.0,9.4,30.1,Partially cloudy,partly-cloudy-day
689,2023-03-29T17:00:00,20.0,20.0,-10.0,12.29,0.0,0,0,0.0,34.9,260.0,9.4,100.0,Overcast,cloudy
690,2023-03-29T18:00:00,20.0,20.0,-7.0,15.52,0.0,0,0,0.0,33.5,250.0,11.2,100.0,Overcast,cloudy
691,2023-03-29T19:00:00,17.0,17.0,-3.0,25.28,0.0,0,0,0.0,19.4,212.0,11.1,30.0,Partially cloudy,partly-cloudy-night
692,2023-03-29T20:00:00,14.0,14.0,-2.0,33.08,0.0,0,0,0.0,19.1,190.0,5.4,16.7,Clear,clear-night
693,2023-03-29T21:00:00,13.0,13.0,-2.0,35.3,0.0,0,0,0.0,9.7,170.0,5.4,4.2,Clear,clear-night
694,2023-03-29T22:00:00,8.9,8.3,-1.8,47.06,0.0,0,0,0.0,5.0,49.0,5.4,0.0,Clear,clear-night
695,2023-03-29T23:00:00,8.0,8.0,-2.0,49.27,0.0,0,0,0.0,3.2,188.1,3.6,0.0,Clear,clear-night
696,2023-03-30T00:00:00,8.0,6.8,-1.0,53.02,0.0,0,0,0.0,3.6,70.0,7.6,0.0,Clear,clear-night
697,2023-03-30T01:00:00,6.9,5.5,-1.9,53.61,0.0,0,0,0.0,2.5,30.0,7.6,0.0,Clear,clear-night
698,2023-03-30T02:00:00,6.0,4.4,-2.0,56.5,0.0,0,0,0.0,2.5,10.0,7.6,0.0,Clear,clear-night
699,2023-03-30T03:00:00,6.0,4.4,-2.0,56.5,0.0,0,0,0.0,2.5,4.0,7.6,0.0,Clear,clear-night
700,2023-03-30T04:00:00,5.3,5.3,-2.1,58.72,0.0,0,0,0.0,4.0,358.0,3.6,0.0,Clear,clear-night
701,2023-03-30T05:00:00,5.0,3.3,-2.0,60.56,0.0,0,0,0.0,4.0,30.0,7.6,0.0,Clear,clear-night
702,2023-03-30T06:00:00,4.0,2.8,-3.0,60.31,0.0,0,0,0.0,3.2,40.0,5.4,0.0,Clear,clear-night
703,2023-03-30T07:00:00,5.9,4.3,-1.9,57.26,0.0,0,0,0.0,4.7,359.0,7.6,0.0,Clear,clear-day
704,2023-03-30T08:00:00,12.0,12.0,-1.0,40.57,0.0,0,0,0.0,5.0,50.0,5.4,0.0,Clear,clear-day
705,2023-03-30T09:00:00,15.0,15.0,-4.0,26.73,0.0,0,0,0.0,11.2,250.0,5.4,0.0,Clear,clear-day
706,2023-03-30T10:00:00,17.0,17.0,-4.0,23.56,0.0,0,0,0.0,20.9,260.0,9.5,0.0,Clear,clear-day
707,2023-03-30T11:00:00,19.0,19.0,-4.0,20.74,0.0,0,0,0.0,23.8,260.0,9.4,2.8,Clear,clear-day
708,2023-03-30T12:00:00,21.0,21.0,-5.0,17.0,0.0,0,0,0.0,26.3,250.0,11.2,4.0,Clear,clear-day
709,2023-03-30T13:00:00,22.8,22.8,-7.8,12.29,0.0,0,0,0.0,21.6,281.0,11.3,1.4,Clear,clear-day
710,2023-03-30T14:00:00,24.0,24.0,-10.0,9.63,0.0,0,0,0.0,23.4,280.0,9.4,0.0,Clear,clear-day
711,2023-03-30T15:00:00,24.0,24.0,-9.0,10.42,0.0,0,0,0.0,25.9,260.0,13.0,4.2,Clear,clear-day
712,2023-03-30T16:00:00,24.8,24.8,-8.7,10.14,0.0,0,0,0.0,25.9,263.0,13.1,30.4,Partially cloudy,partly-cloudy-day
713,2023-03-30T17:00:00,25.0,25.0,-9.0,9.81,0.0,0,0,0.0,27.4,250.0,11.2,100.0,Overcast,cloudy
714,2023-03-30T18:00:00,22.0,22.0,-3.0,18.58,0.0,0,0,0.0,26.6,350.0,14.8,100.0,Overcast,cloudy
715,2023-03-30T19:00:00,20.0,20.0,-1.9,22.74,0.0,0,0,0.0,5.8,41.0,7.6,50.4,Partially cloudy,partly-cloudy-night
716,2023-03-30T20:00:00,18.0,18.0,-2.0,25.62,0.0,0,0,0.0,5.4,300.0,7.6,64.1,Partially cloudy,partly-cloudy-night
717,2023-03-30T21:00:00,15.0,15.0,0.0,35.89,0.0,0,0,0.0,6.1,10.0,5.4,17.2,Clear,clear-night
718,2023-03-30T22:00:00,12.8,12.8,-1.0,38.5,0.0,0,0,0.0,6.1,358.0,3.6,39.8,Partially cloudy,partly-cloudy-night
719,2023-03-30T23:00:00,12.0,12.0,0.0,43.64,0.0,0,0,0.0,5.8,20.0,7.6,0.0,Clear,clear-night
