name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"سطيف, الجزائر",2023-03-09T11:00:00,17,17,5,45.07,0,0,,0,0,26.3,13,280,1020,58.1,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-09T12:00:00,19,19,5,39.74,0,0,,0,0,35.6,11.2,270,1020,87.7,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-09T13:00:00,20.5,20.5,7.3,42.43,0,0,,0,0,36.4,20.5,260.7,1017,14.7,,,,,,Clear,clear-day,remote
"سطيف, الجزائر",2023-03-09T14:00:00,21,21,2,28.42,0,0,,0,0,38.5,25.9,270,1018,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-09T15:00:00,22,22,2,26.74,0,0,,0,0,40,24.1,250,1017,27.3,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-09T16:00:00,21.8,21.8,3.2,29.47,0,0,,0,0,42.5,25.8,252,1017,50,12.4,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-09T17:00:00,21,21,4,32.74,0,0,,0,0,41.4,29.5,260,1017,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-09T18:00:00,20,20,5,37.35,0,0,,0,0,43.2,24.1,280,1017,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-09T19:00:00,17.8,17.8,3.2,37.66,0,0,,0,0,29.5,21.8,281,1017,55,10.1,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-09T20:00:00,16,16,4,44.79,0,0,,0,0,28.8,11.2,280,1018,50,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-09T21:00:00,14,14,7,62.72,0,0,,0,0,31.7,5.4,280,1019,50,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-09T22:00:00,14.2,14.2,5,53.71,0,0,,0,0,33.1,11.1,298,1019.9,50.1,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-09T23:00:00,13,13,6,62.48,0,0,,0,0,24.8,18.4,280,1020,50,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T00:00:00,11,11,6,71.28,0,0,,0,0,15.8,13,260,1019,50,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T01:00:00,10.8,10.8,5.9,71.46,0,0,,0,0,11.9,9.4,240,1018.9,45.5,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-10T02:00:00,9,7,5,76.03,0,0,,0,0,11.9,13,270,1019,50,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T03:00:00,8,6.4,6,87.19,0,0,,0,0,10.4,9.4,280,1019,50,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T04:00:00,9.8,8.9,4.9,71.23,0,0,,0,0,8.6,7.7,318,1018.9,45.6,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-10T05:00:00,8,6.8,4,75.86,0,0,,0,0,6.8,7.6,270,1019,50,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T06:00:00,8,8,4,75.86,0,0,,0,0,6.5,3.6,277.1,1019,50,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T07:00:00,7.2,7.2,4.1,80.33,0,0,,0,0,7.2,3.8,226,1018.9,45.6,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-10T08:00:00,9,8.5,6,81.49,0,0,,0,0,7.2,5.4,270,1019,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T09:00:00,12,12,7,71.47,0,0,,0,0,12.2,18.4,280,1020,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T10:00:00,13,13,6.9,66.34,0,0,,0,0,20.5,13,280,1020,55.1,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-10T11:00:00,14,14,5,54.62,0,0,,0,0,38.9,18.4,290,1021,88.9,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T12:00:00,15,15,4,47.75,0,0,,0,0,43.9,27.7,280,1021,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T13:00:00,17,17,2.2,36.99,0,0,,0,0,43.6,32,330,1020,54.8,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-10T14:00:00,17,17,2,36.48,0,0,,0,0,44.3,27.7,310,1020,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T15:00:00,17,17,2,36.48,0,0,,0,0,41.4,24.1,300,1019,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T16:00:00,17.9,17.9,2,34.57,0,0,,0,0,40.7,18.4,299,1020,50.1,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-10T17:00:00,17,17,3,39.17,0,0,,0,0,39.2,16.6,290,1020,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T18:00:00,16,16,4,44.79,0,0,,0,0,37.1,20.5,300,1020,27.3,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T19:00:00,14,14,3.2,48.23,0,0,,0,0,22.3,14.8,319,1021,32.2,10.1,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-10T20:00:00,13,13,3,50.66,0,0,,0,0,23,16.6,340,1022,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T21:00:00,12,12,3,54.1,0,0,,0,0,17.3,13,300,1022,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-10T22:00:00,8.8,6.3,2.5,64.75,0,0,,0,0,12.6,16.3,279,1020.4,30.1,10.1,,,,,Partially cloudy,partly-cloudy-night,"60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-10T23:00:00,8,5.8,3,70.7,0,0,,0,0,10.8,13,270,1022,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T00:00:00,7.8,6.8,4,76.89,0,0,,0,0,11.2,6.5,288.2,1023,100,,,,,,Overcast,cloudy,remote
"سطيف, الجزائر",2023-03-11T01:00:00,9.1,7.3,0.8,56.32,0,0,,0,0,9.7,11.1,279,1022,27.4,10.1,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-11T02:00:00,7,5.6,1,65.63,0,0,,0,0,9.4,7.6,170,1022,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T03:00:00,7,6.2,1,65.63,0,0,,0,0,9.7,5.4,240,1021,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T04:00:00,6.9,6.9,0.1,62.14,0,0,,0,0,7.9,3.6,358,1021,27.4,10.1,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-11T05:00:00,5,5,0,70.1,0,0,,0,0,7.2,1.8,237.5,1021,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T06:00:00,6,6,0,65.4,0,0,,0,0,6.8,3.6,278.3,1021,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T07:00:00,6.9,5.5,0.1,61.97,0,0,,0,0,6.5,7.5,238,1020.9,30.2,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-11T08:00:00,8,8,1,61.3,0,0,,0,0,6.8,3.6,245.6,1021,28.5,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T09:00:00,11,11,2,53.83,0,0,,0,0,12.2,3.6,242.8,1021,71.5,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T10:00:00,13.8,13.8,2.1,45.07,0,0,,0,0,22.3,16.5,259,1020.9,50,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-11T11:00:00,17,17,2,36.48,0,0,,0,0,27.7,25.9,260,1021,39.6,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T12:00:00,19,19,1,29.95,0,0,,0,0,29.5,25.9,280,1021,99.8,10,,,,,Overcast,cloudy,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T13:00:00,20.1,20.1,1.9,29.96,0,0,,0,0,31.7,24,279,1019.9,50.2,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-11T14:00:00,21,21,0,24.61,0,0,,0,0,38.9,20.5,280,1020,4.5,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T15:00:00,22,22,0,23.15,0,0,,0,0,40,24.1,320,1019,2.8,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T16:00:00,21,21,1.2,26.82,0,0,,0,0,39.6,24,299,1018.9,50.1,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-11T17:00:00,21,21,0,24.61,0,0,,0,0,38.9,20.5,310,1019,0,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T18:00:00,20,20,-2,22.62,0,0,,0,0,38.9,22.3,310,1019,0,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T19:00:00,18,18,1,31.78,0,0,,0,0,17.6,7.6,299,1019,50.1,10.1,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-11T20:00:00,16,16,2,38.88,0,0,,0,0,17.6,11.2,350,1020,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T21:00:00,15,15,2,41.45,0,0,,0,0,11.5,7.6,320,1020,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-11T22:00:00,11.8,11.8,2.1,51.38,0,0,,0,0,10.4,7.5,347,1020,39.9,10.1,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-11T23:00:00,10,9.6,2,57.54,0,0,,0,0,9.4,5.4,20,1021,60.8,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T00:00:00,10,10,2,57.54,0,0,,0,0,8.3,3.6,313.2,1020,68.1,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T01:00:00,9.1,9.1,2,61.11,0,0,,0,0,7.9,3.6,360,1020,0.7,10.1,,,,,Clear,clear-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-12T02:00:00,9,8.5,2,61.54,0,0,,0,0,8.6,5.4,340,1020,6.3,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T03:00:00,10,8.5,2,57.54,0,0,,0,0,8.6,11.2,260,1020,13.1,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T04:00:00,10.1,10.1,1.9,56.82,0,0,,0,0,7.9,11.2,288,1019.9,0.4,10.1,,,,,Clear,clear-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-12T05:00:00,11,11,1,50.11,0,0,,0,0,6.1,11.2,310,1020,0.7,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T06:00:00,9,7.9,1,57.28,0,0,,0,0,4.3,7.6,310,1020,1.8,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T07:00:00,7,7,1,65.61,0,0,,0,0,4.3,3.7,207,1021,50,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-12T08:00:00,10,10,3,61.78,0,0,,0,0,4.3,3.6,280.3,1021,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T09:00:00,14,14,4,50.94,0,0,,0,0,7.9,9.4,330,1022,19.6,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T10:00:00,16,16,5,48.23,0,0,,0,0,19.8,18.1,341,1020.8,39.6,10.3,,,,,Partially cloudy,partly-cloudy-day,"60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-12T11:00:00,17,17,6,48.31,0,0,,0,0,36,22.3,330,1023,27.3,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T12:00:00,18,18,7,48.58,0,0,,0,0,37.4,24.1,330,1023,27.3,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T13:00:00,18.1,18.1,6.9,48.01,0,0,,0,0,37.8,27.5,341,1022,31.9,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-12T14:00:00,19,19,6,42.6,0,0,,0,0,38.5,25.9,340,1021,27.3,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T15:00:00,19,19,5,39.74,0,0,,0,0,35.6,22.3,350,1021,27.3,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T16:00:00,19.2,19.2,4.9,39.06,0,0,,0,0,36,20.5,350,1021,32,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-12T17:00:00,19,19,5,39.74,0,0,,0,0,35.6,22.3,340,1021,27.3,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T18:00:00,17,17,6,48.31,0,0,,0,0,34.2,14.8,330,1021,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T19:00:00,15.4,15.4,6.2,54.41,0,0,,0,0,14,18,352,1020.9,49.6,10,,,,,Partially cloudy,partly-cloudy-night,"60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-12T20:00:00,14,14,6,58.55,0,0,,0,0,13.3,3.6,332.3,1023,2.7,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T21:00:00,11,11,6,71.28,0,0,,0,0,4.7,13,20,1023,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-12T22:00:00,10.3,10.3,5.8,73.93,0,0,,0,0,2.5,7.5,32,1024,30,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-12T23:00:00,10.1,10.1,6.1,76.2,0,0,,0,0,4.7,7.6,50,1024,0,10,,,,,Clear,clear-night,60445099999
"سطيف, الجزائر",2023-03-13T00:00:00,9,9,7,87.29,0,0,,0,0,6.1,3.6,10.7,1024,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T01:00:00,8.7,8.1,6.7,87.25,0,0,,0,0,6.5,5.5,26,1021.5,30,10,,,,,Partially cloudy,partly-cloudy-night,"60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-13T02:00:00,7,5.6,5,87.1,0,0,,0,0,6.5,7.6,20,1024,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T03:00:00,8,6.8,6,87.19,0,0,,0,0,6.8,7.6,10,1023,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T04:00:00,7.1,5.3,5.8,91.78,0,0,,0,0,7.6,9.3,360,1022.9,10,10,,,,,Clear,clear-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-13T05:00:00,6,4.4,5,93.3,0,0,,0,0,8.6,7.6,10,1023,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T06:00:00,7,5.2,6,93.35,0,0,,0,0,10.1,9.4,360,1023,4.5,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T07:00:00,6.2,4.7,5.2,93.11,0,0,,0,0,7.2,7.6,360,1022.9,30,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-13T08:00:00,10,10,8,87.38,0,0,,0,0,7.2,3.6,34.2,1023,0.4,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T09:00:00,12,12,8,76.52,0,0,,0,0,4.7,5.4,339.4,1023,0,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T10:00:00,15.2,15.2,7.1,58.36,0,0,,0,0,11.5,7.7,260,1022.9,29.8,12.4,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-13T11:00:00,17,17,6,48.31,0,0,,0,0,28.4,14.8,250,1023,0,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T12:00:00,20,20,4,34.83,0,0,,0,0,49.3,25.9,230,1023,21.4,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T13:00:00,20.9,20.9,3.3,31.31,0,0,,0,0,48.2,25.7,247,1021.9,50.1,12.4,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-13T14:00:00,21,21,4,32.74,0,0,,0,0,50.4,25.9,220,1021,99.6,10,,,,,Overcast,cloudy,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T15:00:00,22,22,2,26.74,0,0,,0,0,48.2,22.3,220,1021,100,10,,,,,Overcast,cloudy,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T16:00:00,21.1,21.1,2.1,28.3,0,0,,0,0,45,22.2,234,1019.9,49.6,12.3,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-13T17:00:00,21,21,2,28.42,0,0,,0,0,41.4,24.1,220,1020,4.6,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T18:00:00,20,20,2,30.23,0,0,,0,0,40,16.6,220,1020,3,10,,,,,Clear,clear-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T19:00:00,16.9,16.9,2.3,37.37,0,0,,0,0,26.3,9.3,219,1019.9,30.1,10.1,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-13T20:00:00,15,15,2,41.45,0,0,,0,0,24.8,7.6,200,1020,25.4,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T21:00:00,15,15,2,41.45,0,0,,0,0,15.5,7.6,180,1020,10.4,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-13T22:00:00,11,11,2,53.94,0,0,,0,0,11.2,3.7,250,1019.9,30,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-13T23:00:00,10,8.8,3,61.78,0,0,,0,0,9,9.4,350,1020,19,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T00:00:00,13,13,2,47.19,0,0,,0,0,9,7.6,310,1019,47.9,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T01:00:00,10.9,10.9,2.9,57.67,0,0,,0,0,10.8,3.7,264,1018.9,13,10,,,,,Clear,clear-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-14T02:00:00,11,11,2,53.83,0,0,,0,0,10.8,1.8,257.3,1018,48.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T03:00:00,11,11,3,57.79,0,0,,0,0,9.7,9.4,260,1018,80.2,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T04:00:00,12.2,12.2,2,49.81,0,0,,0,0,8.3,9.3,240,1017.9,40.2,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-14T05:00:00,11.7,11.7,2.4,52.87,0,0,,0,0,7.2,4.3,258,1016,100,,,,,,Overcast,cloudy,remote
"سطيف, الجزائر",2023-03-14T06:00:00,10,8.8,2,57.54,0,0,,0,0,9.7,9.4,290,1018,100,10,,,,,Overcast,cloudy,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T07:00:00,10.2,10.2,2.1,57.14,0,0,,0,0,10.8,9.5,279,1017.9,40.1,12.3,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-14T08:00:00,10,8.8,1,53.56,0,0,,0,0,12.2,9.4,260,1019,100,10,,,,,Overcast,cloudy,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T09:00:00,14,14,1,41.16,0,0,,0,0,17.6,18.4,270,1019,100,10,,,,,Overcast,cloudy,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T10:00:00,15.1,15.1,2,41.19,0,0,,0,0,24.8,14.8,270,1019,49.9,10.1,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-14T11:00:00,16,16,2,38.88,0,0,,0,0,28.8,16.6,310,1019,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T12:00:00,17,17,2,36.48,0,0,,0,0,40,14.8,300,1019,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T13:00:00,17.8,17.8,1.9,34.4,0,0,,0,0,38.9,13.1,290,1018,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-14T14:00:00,17,17,1,33.96,0,0,,0,0,38.5,22.3,310,1017,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T15:00:00,18,18,3,36.77,0,0,,0,0,41.4,16.6,320,1017,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T16:00:00,17.1,17.1,0.2,31.85,0,0,,0,0,41.8,25.7,300,1017,45.1,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60444099999,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-14T17:00:00,16,16,-4,25.07,0,0,,0,0,41.4,25.9,310,1017,50,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T18:00:00,15,15,-1,33.37,0,0,,0,0,40.7,20.5,310,1018,27.3,10,,,,,Partially cloudy,partly-cloudy-day,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T19:00:00,13,13,-0.9,38.21,0,0,,0,0,26.3,24,321,1018,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60444099999,60445099999,60402099999"
"سطيف, الجزائر",2023-03-14T20:00:00,11,11,-1,43.34,0,0,,0,0,24.5,9.4,30,1018,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T21:00:00,9,7.9,1,57.28,0,0,,0,0,13.7,7.6,20,1019,27.3,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-14T22:00:00,8.2,6.6,-1.8,49.47,0,0,,0,0,9.7,9.4,260,1019,34.1,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-14T23:00:00,7,6.2,1.6,68.5,0,0,,0,0,9,5.4,309.1,1020,0,,,,,,Clear,clear-night,remote
"سطيف, الجزائر",2023-03-15T00:00:00,6,6,-2,56.5,0,0,,0,0,9.4,1.8,292.9,1020,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-15T01:00:00,5.2,5.2,-2.2,58.9,0,0,,0,0,8.6,3.7,246,1020,30,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-15T02:00:00,6,4,-2,56.5,0,0,,0,0,7.9,9.4,300,1020,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-15T03:00:00,4,1.6,-3,60.31,0,0,,0,0,6.5,9.4,280,1019,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
"سطيف, الجزائر",2023-03-15T04:00:00,6.1,4.1,-4.8,45.71,0,0,,0,0,5,9.3,330,1019,34.1,10,,,,,Partially cloudy,partly-cloudy-night,"DAAS,60445099999,60402099999,60351099999"
"سطيف, الجزائر",2023-03-15T05:00:00,3,1.7,-4,60.06,0,0,,0,0,2.9,5.4,310,1019,0,10,,,,,Clear,clear-night,"DAAS,60445099999"
